,PROC_CODE,SHORT DESCRIPTION,MDCAID_PFS_AMT,MDCARE_PFS_AMT,PP_PFS_AMT,EST_PFS_AMT_BS,PFS_AMT_BY_Albany,PFS_AMT_BY_Allegany,PFS_AMT_BY_Broome,PFS_AMT_BY_Cattaraugus,PFS_AMT_BY_Chautauqua,PFS_AMT_BY_Chemung,PFS_AMT_BY_Columbia,PFS_AMT_BY_Cortland,PFS_AMT_BY_Dutchess,PFS_AMT_BY_Erie,PFS_AMT_BY_Fulton,PFS_AMT_BY_Genesee,PFS_AMT_BY_Greene,PFS_AMT_BY_Hamilton,PFS_AMT_BY_Herkimer,PFS_AMT_BY_Lewis,PFS_AMT_BY_Livingston,PFS_AMT_BY_Monroe,PFS_AMT_BY_Montgomery,PFS_AMT_BY_Nassau,PFS_AMT_BY_Niagara,PFS_AMT_BY_Oneida,PFS_AMT_BY_Onondaga,PFS_AMT_BY_Ontario,PFS_AMT_BY_Orange,PFS_AMT_BY_Orleans,PFS_AMT_BY_Oswego,PFS_AMT_BY_Otsego,PFS_AMT_BY_Putnam,PFS_AMT_BY_Rensselaer,PFS_AMT_BY_Rockland,PFS_AMT_BY_Saratoga,PFS_AMT_BY_Schenectady,PFS_AMT_BY_Schoharie,PFS_AMT_BY_Schuyler,PFS_AMT_BY_Seneca,PFS_AMT_BY_Steuben,PFS_AMT_BY_Suffolk,PFS_AMT_BY_Sullivan,PFS_AMT_BY_Tioga,PFS_AMT_BY_Tompkins,PFS_AMT_BY_Ulster,PFS_AMT_BY_Warren,PFS_AMT_BY_Washington,PFS_AMT_BY_Wayne,PFS_AMT_BY_Westchester
140,12045,Intmd rpr n-hf/genit12.6-20   ,210.34,389.09,389.09,332.26,363.22,357.83,356.74,355.34,352.18,355.91,360.38,359.21,366.57,356.05,352.52,361.89,359.3,364.98,355.31,360.15,365.26,355.85,347.61,367.18,356.97,350.85,356.08,365.77,352.92,356.04,352.34,362.76,373.41,361.78,342.1,371.97,353.1,361.13,357.49,361.78,357.35,363.15,345.24,361.18,370.52,360.29,362.02,357.81,359.48,363.34
141,12046,Intmd rpr n-hf/genit20.1-30   ,248.66,463.11,463.11,394.93,432.08,425.61,424.3,422.62,418.83,423.31,428.66,427.27,436.09,423.47,419.23,430.48,427.37,434.19,422.58,428.39,434.52,423.24,413.35,436.82,424.58,417.24,423.5,435.14,419.72,423.45,419.02,431.53,444.3,430.35,406.74,442.57,419.93,429.56,425.19,430.34,425.03,431.99,410.5,429.63,440.83,428.56,430.63,425.58,427.59,432.22
142,12047,Intmd rpr n-hf/genit >30.0cm  ,266.04,509.77,509.77,432.28,474.5,467.14,465.66,463.76,459.45,464.53,470.62,469.03,479.06,464.72,459.9,472.69,469.15,476.9,463.71,470.31,477.28,464.45,453.21,479.89,465.98,457.63,464.75,477.98,460.45,464.7,459.66,473.87,488.39,472.54,445.7,486.42,460.69,471.64,466.68,472.53,466.49,474.4,449.98,471.72,484.45,470.51,472.85,467.12,469.4,474.66
143,12051,Intmd rpr face/mm 2.5 cm/<    ,146.06,251.43,251.43,217.93,236.18,233.0,232.36,231.54,229.67,231.87,234.5,233.82,238.15,231.95,229.87,235.4,233.87,237.22,231.52,234.37,237.38,231.84,226.98,238.51,232.5,228.89,231.97,237.69,230.11,231.94,229.76,235.91,242.19,235.33,223.73,241.34,230.21,234.95,232.8,235.33,232.72,236.14,225.58,234.98,240.48,234.46,235.47,232.99,233.98,236.25
144,12052,Intmd rpr face/mm 2.6-5.0 cm  ,160.49,286.61,286.61,246.51,268.36,264.55,263.78,262.8,260.57,263.2,266.35,265.53,270.72,263.3,260.81,267.42,265.59,269.6,262.77,266.19,269.8,263.16,257.34,271.15,263.95,259.63,263.32,270.16,261.09,263.29,260.68,268.03,275.55,267.34,253.46,274.53,261.21,266.88,264.31,267.34,264.22,268.31,255.67,266.92,273.51,266.29,267.51,264.54,265.72,268.44
145,12053,Intmd rpr face/mm 5.1-7.5 cm  ,175.67,336.44,336.44,285.33,313.17,308.32,307.34,306.09,303.25,306.6,310.61,309.57,316.19,306.72,303.55,311.98,309.65,314.76,306.06,310.41,315.01,306.55,299.13,316.73,307.55,302.05,306.75,315.47,303.91,306.71,303.38,312.76,322.34,311.88,294.18,321.04,304.07,311.29,308.01,311.87,307.89,313.11,297.0,311.34,319.74,310.54,312.09,308.31,309.81,313.28
146,12054,Intmd rpr face/mm 7.6-12.5cm  ,188.4,350.88,350.88,299.22,327.37,322.46,321.47,320.2,317.33,320.72,324.78,323.72,330.41,320.85,317.64,326.16,323.8,328.97,320.17,324.57,329.22,320.67,313.18,330.96,321.69,316.12,320.87,329.69,318.0,320.83,317.47,326.95,336.63,326.06,308.17,335.32,318.16,325.46,322.15,326.05,322.03,327.3,311.02,325.51,334.0,324.71,326.27,322.45,323.97,327.48
147,12055,Intmd rpr face/mm 12.6-20 cm  ,229.93,452.98,452.98,382.07,420.7,413.97,412.61,410.87,406.93,411.58,417.15,415.7,424.88,411.75,407.34,419.04,415.81,422.9,410.83,416.87,423.25,411.51,401.22,425.64,412.9,405.27,411.78,423.89,407.85,411.73,407.12,420.13,433.41,418.91,394.35,431.61,408.07,418.08,413.54,418.9,413.37,420.61,398.26,418.16,429.81,417.05,419.2,413.95,416.03,420.85
148,12056,Intmd rpr face/mm 20.1-30.0   ,284.23,540.57,540.57,459.07,503.47,495.74,494.17,492.17,487.64,492.99,499.39,497.73,508.28,493.19,488.12,501.57,497.85,506.0,492.12,499.07,506.4,492.91,481.09,509.15,494.51,485.74,493.23,507.13,488.7,493.17,487.86,502.82,518.08,501.41,473.18,516.01,488.95,500.47,495.25,501.4,495.05,503.37,477.69,500.55,513.94,499.28,501.74,495.71,498.11,503.65
149,12057,Intmd rpr face/mm >30.0 cm    ,305.52,573.47,573.47,488.28,534.69,526.61,524.97,522.88,518.15,523.74,530.43,528.69,539.71,523.94,518.65,532.7,528.81,537.33,522.83,530.09,537.75,523.65,511.29,540.63,525.32,516.15,523.98,538.52,519.25,523.92,518.38,534.01,549.96,532.54,503.03,547.8,519.51,531.55,526.09,532.53,525.89,534.58,507.74,531.64,545.64,530.31,532.88,526.58,529.09,534.87
150,13100,Cmplx rpr trunk 1.1-2.5 cm    ,174.38,325.79,325.79,277.65,303.88,299.31,298.39,297.2,294.53,297.69,301.47,300.48,306.71,297.8,294.81,302.75,300.56,305.37,297.17,301.28,305.61,297.64,290.66,307.23,298.58,293.4,297.83,306.04,295.15,297.79,294.66,303.49,312.51,302.66,285.99,311.29,295.3,302.1,299.02,302.65,298.9,303.82,288.65,302.15,310.06,301.4,302.86,299.29,300.71,303.98
151,13101,Cmplx rpr trunk 2.6-7.5 cm    ,216.46,385.08,385.08,331.47,360.68,355.59,354.56,353.25,350.27,353.78,357.99,356.9,363.84,353.91,350.58,359.43,356.98,362.34,353.21,357.78,362.6,353.73,345.95,364.41,354.78,349.01,353.94,363.09,350.96,353.9,350.41,360.25,370.29,359.32,340.75,368.93,351.13,358.7,355.27,359.32,355.14,360.61,343.72,358.76,367.56,357.92,359.54,355.57,357.15,360.79
152,13102,Cmplx rpr trunk addl 5cm/<    ,59.19,118.22,118.22,99.45,109.68,107.9,107.54,107.08,106.03,107.26,108.74,108.35,110.78,107.31,106.14,109.24,108.38,110.26,107.06,108.66,110.35,107.24,104.52,110.98,107.61,105.59,107.32,110.52,106.28,107.3,106.08,109.53,113.04,109.2,102.7,112.57,106.33,108.98,107.78,109.2,107.74,109.65,103.74,109.0,112.09,108.71,109.28,107.89,108.44,109.72
153,13120,Cmplx rpr s/a/l 1.1-2.5 cm    ,180.81,340.86,340.86,289.98,317.7,312.87,311.89,310.64,307.82,311.15,315.15,314.11,320.7,311.28,308.11,316.51,314.19,319.27,310.61,314.95,319.53,311.1,303.72,321.24,312.1,306.62,311.3,319.98,308.48,311.26,307.95,317.29,326.82,316.41,298.79,325.53,308.63,315.82,312.56,316.4,312.44,317.63,301.6,315.87,324.23,315.08,316.62,312.85,314.35,317.81
154,13121,Cmplx rpr s/a/l 2.6-7.5 cm    ,236.86,415.53,415.53,358.73,389.67,384.28,383.19,381.8,378.64,382.37,386.83,385.67,393.02,382.5,378.97,388.35,385.75,391.43,381.76,386.6,391.71,382.31,374.07,393.63,383.43,377.31,382.53,392.23,379.38,382.49,378.79,389.21,399.86,388.24,368.56,398.41,379.55,387.58,383.94,388.23,383.8,389.6,371.7,387.64,396.97,386.75,388.47,384.26,385.94,389.79
155,13122,Cmplx rpr s/a/l addl 5 cm/>   ,68.24,129.14,129.14,109.78,120.33,118.49,118.12,117.64,116.57,117.84,119.36,118.96,121.47,117.88,116.68,119.87,118.99,120.93,117.63,119.28,121.02,117.82,115.01,121.68,118.2,116.11,117.89,121.2,116.82,117.88,116.62,120.17,123.8,119.84,113.13,123.31,116.88,119.61,118.37,119.83,118.33,120.3,114.2,119.63,122.81,119.33,119.92,118.48,119.05,120.37
156,13131,Cmplx rpr f/c/c/m/n/ax/g/h/f  ,198.89,375.07,375.07,319.06,349.57,344.26,343.18,341.81,338.69,342.37,346.77,345.62,352.87,342.5,339.02,348.27,345.71,351.31,341.77,346.54,351.59,342.31,334.19,353.47,343.41,337.38,342.53,352.09,339.42,342.49,338.85,349.12,359.62,348.16,328.76,358.19,339.59,347.51,343.92,348.15,343.79,349.5,331.85,347.57,356.77,346.69,348.38,344.24,345.89,349.69
157,13132,Cmplx rpr f/c/c/m/n/ax/g/h/f  ,309.32,463.28,463.28,414.33,441.0,436.35,435.41,434.21,431.49,434.7,438.55,437.55,443.88,434.82,431.78,439.86,437.62,442.52,434.18,438.35,442.76,434.65,427.55,444.41,435.62,430.35,434.84,443.2,432.13,434.81,431.62,440.6,449.77,439.76,422.81,448.53,432.28,439.19,436.06,439.76,435.94,440.94,425.51,439.24,447.29,438.48,439.96,436.34,437.78,441.1
158,13133,Cmplx rpr f/c/c/m/n/ax/g/h/f  ,92.33,173.46,173.46,147.67,161.72,159.27,158.78,158.14,156.71,158.4,160.43,159.9,163.24,158.46,156.86,161.12,159.94,162.52,158.13,160.32,162.65,158.37,154.63,163.52,158.88,156.11,158.48,162.88,157.04,158.46,156.78,161.51,166.34,161.07,152.13,165.69,157.12,160.77,159.12,161.06,159.05,161.69,153.56,160.79,165.03,160.39,161.17,159.26,160.02,161.77
159,13151,Cmplx rpr e/n/e/l 1.1-2.5 cm  ,225.03,410.24,410.24,351.36,383.44,377.85,376.72,375.27,372.0,375.86,380.49,379.28,386.91,376.01,372.35,382.06,379.37,385.26,375.24,380.25,385.55,375.8,367.26,387.54,376.96,370.62,376.03,386.08,372.76,375.99,372.16,382.96,393.99,381.95,361.55,392.5,372.95,381.26,377.49,381.94,377.35,383.36,364.81,381.33,391.0,380.4,382.19,377.83,379.56,383.56
160,13152,Cmplx rpr e/n/e/l 2.6-7.5 cm  ,305.4,492.55,492.55,433.05,465.47,459.82,458.68,457.22,453.91,457.81,462.49,461.27,468.97,457.96,454.26,464.08,461.36,467.31,457.18,462.25,467.6,457.75,449.12,469.61,458.92,452.52,457.98,468.14,454.68,457.94,454.07,464.99,476.13,463.96,443.35,474.62,454.86,463.27,459.46,463.95,459.32,465.39,446.64,463.33,473.11,462.4,464.2,459.8,461.55,465.59
161,13153,Cmplx rpr e/n/e/l addl 5cm/<  ,103.03,188.0,188.0,160.99,175.7,173.14,172.62,171.96,170.46,172.23,174.35,173.8,177.3,172.29,170.61,175.07,173.84,176.54,171.94,174.24,176.67,172.2,168.28,177.58,172.73,169.82,172.31,176.92,170.81,172.29,170.53,175.49,180.55,175.02,165.66,179.86,170.89,174.71,172.98,175.02,172.91,175.67,167.16,174.73,179.17,174.31,175.13,173.13,173.93,175.76
162,13160,Late closure of wound         ,450.78,780.49,780.49,675.67,732.78,722.83,720.81,718.24,712.42,719.29,727.52,725.38,738.95,719.55,713.03,730.33,725.54,736.02,718.18,727.11,736.54,719.18,703.98,740.08,721.25,709.96,719.59,737.48,713.78,719.52,712.7,731.93,751.57,730.12,693.82,748.91,714.1,728.91,722.19,730.11,721.95,732.64,699.61,729.02,746.24,727.38,730.55,722.79,725.88,733.0
163,14000,Tis trnfr trunk 10 sq cm/<    ,359.26,603.64,603.64,525.95,568.27,560.9,559.41,557.5,553.18,558.28,564.38,562.8,572.85,558.47,553.64,566.46,562.91,570.68,557.45,564.07,571.06,558.2,546.93,573.68,559.73,551.37,558.5,571.76,554.19,558.45,553.39,567.65,582.2,566.31,539.4,580.23,554.43,565.41,560.43,566.3,560.25,568.17,543.69,565.49,578.25,564.27,566.62,560.88,563.16,568.44
164,14001,Tis trnfr trunk 10.1-30sqcm   ,465.76,779.17,779.17,679.53,733.81,724.36,722.44,720.0,714.46,721.0,728.82,726.79,739.69,721.24,715.04,731.49,726.94,736.9,719.94,728.43,737.39,720.89,706.44,740.75,722.86,712.13,721.28,738.29,715.75,721.21,714.73,733.01,751.68,731.29,696.78,749.15,716.06,730.14,723.76,731.28,723.52,733.69,702.29,730.24,746.61,728.68,731.7,724.33,727.26,734.03
165,14020,Tis trnfr s/a/l 10 sq cm/<    ,400.17,676.48,676.48,588.64,636.49,628.16,626.47,624.31,619.43,625.2,632.09,630.3,641.67,625.41,619.95,634.44,630.43,639.21,624.26,631.74,639.65,625.1,612.36,642.61,626.83,617.38,625.45,640.44,620.57,625.38,619.67,635.78,652.24,634.27,603.84,650.01,620.84,633.25,627.63,634.26,627.42,636.38,608.7,633.34,647.78,631.97,634.63,628.13,630.71,636.68
166,14021,Tis trnfr s/a/l 10.1-30 sqcm  ,522.83,846.56,846.56,743.64,799.71,789.94,787.97,785.44,779.72,786.47,794.56,792.45,805.77,786.72,780.32,797.31,792.61,802.9,785.38,794.15,803.41,786.37,771.44,806.88,788.39,777.31,786.77,804.33,781.06,786.7,780.0,798.88,818.16,797.11,761.46,815.55,781.37,795.91,789.32,797.09,789.08,799.58,767.15,796.02,812.93,794.41,797.53,789.91,792.94,799.93
167,14040,Tis trnfr f/c/c/m/n/a/g/h/f   ,419.91,741.13,741.13,639.01,694.64,684.95,682.99,680.49,674.81,681.51,689.53,687.44,700.66,681.76,675.41,692.26,687.59,697.81,680.42,689.12,698.31,681.4,666.59,701.76,683.41,672.42,681.8,699.23,676.13,681.73,675.08,693.82,712.95,692.06,656.69,710.36,676.45,690.88,684.34,692.05,684.09,694.51,662.33,690.98,707.76,689.38,692.48,684.92,687.92,694.86
168,14041,Tis trnfr f/c/c/m/n/a/g/h/f   ,572.56,917.95,917.95,808.14,867.97,857.55,855.44,852.74,846.64,853.84,862.47,860.22,874.44,854.11,847.28,865.4,860.39,871.37,852.67,862.03,871.91,853.73,837.8,875.61,855.89,844.07,854.16,872.9,848.06,854.08,846.93,867.08,887.65,865.19,827.15,884.86,848.4,863.92,856.88,865.17,856.62,867.82,833.22,864.03,882.07,862.31,865.63,857.51,860.74,868.2
169,14060,Tis trnfr e/n/e/l 10 sq cm/<  ,427.84,756.41,756.41,651.95,708.86,698.95,696.94,694.38,688.57,695.43,703.63,701.49,715.02,695.68,689.18,706.42,701.65,712.1,694.31,703.21,712.61,695.32,680.17,716.13,697.37,686.13,695.72,713.55,689.93,695.65,688.85,708.02,727.59,706.22,670.04,724.94,690.25,705.01,698.32,706.2,698.07,708.73,675.81,705.11,722.28,703.48,706.64,698.91,701.99,709.08
170,14061,Tis trnfr e/n/e/l10.1-30sqcm  ,621.43,987.61,987.61,871.19,934.62,923.57,921.33,918.48,912.01,919.65,928.79,926.41,941.48,919.93,912.69,931.9,926.58,938.22,918.4,928.32,938.8,919.52,902.64,942.72,921.81,909.28,919.98,939.85,913.52,919.9,912.32,933.68,955.49,931.67,891.35,952.53,913.87,930.32,922.87,931.66,922.59,934.47,897.78,930.44,949.57,928.62,932.15,923.53,926.96,934.87
171,14301,Tis trnfr any 30.1-60 sq cm   ,502.99,1045.77,1045.77,873.21,967.22,950.84,947.53,943.3,933.7,945.03,958.58,955.05,977.39,945.44,934.71,963.19,955.31,972.57,943.19,957.89,973.42,944.85,919.82,979.24,948.24,929.67,945.52,974.97,935.94,945.4,934.17,965.83,998.16,962.85,903.09,993.78,936.47,960.85,949.8,962.83,949.39,967.0,912.62,961.03,989.39,958.33,963.56,950.79,955.87,967.59
172,14302,Tis trnfr addl 30 sq cm       ,108.88,216.6,216.6,182.35,201.01,197.76,197.1,196.26,194.36,196.61,199.3,198.6,203.03,196.69,194.56,200.21,198.65,202.07,196.24,199.16,202.24,196.57,191.6,203.4,197.24,193.56,196.7,202.55,194.8,196.68,194.45,200.73,207.15,200.14,188.28,206.28,194.91,199.75,197.55,200.14,197.47,200.97,190.18,199.78,205.41,199.25,200.28,197.75,198.76,201.08
173,14350,Filleted finger/toe flap      ,423.71,678.16,678.16,597.27,641.34,633.66,632.11,630.12,625.62,630.93,637.28,635.63,646.1,631.13,626.1,639.45,635.75,643.84,630.07,636.96,644.24,630.85,619.12,646.97,632.44,623.73,631.16,644.97,626.67,631.11,625.84,640.68,655.84,639.29,611.27,653.79,626.92,638.35,633.17,639.28,632.98,641.23,615.74,638.44,651.73,637.17,639.62,633.63,636.01,641.51
174,15002,Wound prep trk/arm/leg        ,189.25,337.99,337.99,290.7,316.46,311.98,311.07,309.91,307.28,310.38,314.1,313.13,319.25,310.5,307.56,315.36,313.2,317.93,309.88,313.91,318.16,310.33,303.47,319.76,311.26,306.17,310.52,318.59,307.89,310.48,307.41,316.08,324.94,315.27,298.89,323.74,308.04,314.72,311.69,315.26,311.58,316.4,301.5,314.77,322.54,314.03,315.46,311.96,313.35,316.57
175,15003,Wound prep addl 100 cm        ,40.84,73.27,73.27,62.96,68.58,67.6,67.4,67.15,66.57,67.25,68.06,67.85,69.18,67.28,66.63,68.34,67.87,68.9,67.14,68.02,68.95,67.24,65.74,69.29,67.44,66.33,67.28,69.04,66.71,67.27,66.6,68.49,70.43,68.32,64.74,70.16,66.74,68.2,67.54,68.31,67.51,68.56,65.31,68.21,69.9,68.05,68.36,67.6,67.9,68.6
176,15004,Wound prep f/n/hf/g           ,227.42,389.51,389.51,337.98,366.05,361.16,360.17,358.91,356.04,359.43,363.47,362.42,369.09,359.55,356.35,364.85,362.5,367.65,358.88,363.27,367.9,359.37,351.9,369.64,360.39,354.84,359.57,368.37,356.71,359.54,356.18,365.64,375.29,364.75,346.9,373.98,356.87,364.15,360.85,364.74,360.73,365.99,349.75,364.21,372.67,363.4,364.96,361.15,362.66,366.16
177,15005,Wnd prep f/n/hf/g addl cm     ,68.14,120.92,120.92,104.14,113.28,111.69,111.37,110.96,110.02,111.12,112.44,112.1,114.27,111.16,110.12,112.89,112.12,113.8,110.94,112.37,113.88,111.11,108.67,114.45,111.44,109.63,111.17,114.04,110.24,111.16,110.07,113.15,116.29,112.86,107.05,115.86,110.29,112.66,111.59,112.86,111.55,113.26,107.97,112.68,115.44,112.42,112.93,111.68,112.18,113.32
178,15040,Harvest cultured skin graft   ,150.77,243.49,243.49,214.01,230.07,227.27,226.71,225.98,224.35,226.28,228.6,227.99,231.81,226.35,224.52,229.38,228.04,230.99,225.97,228.48,231.13,226.25,221.97,232.12,226.83,223.66,226.37,231.4,224.73,226.34,224.43,229.83,235.36,229.33,219.12,234.61,224.82,228.98,227.1,229.32,227.03,230.03,220.75,229.01,233.86,228.55,229.45,227.26,228.13,230.13
179,15050,Skin pinch graft              ,301.34,544.69,544.69,467.32,509.47,502.13,500.65,498.75,494.45,499.52,505.6,504.02,514.03,499.71,494.9,507.67,504.13,511.87,498.7,505.29,512.25,499.44,488.22,514.86,500.96,492.64,499.74,512.95,495.45,499.69,494.65,508.85,523.34,507.51,480.72,521.38,495.69,506.62,501.66,507.51,501.48,509.37,485.0,506.7,519.41,505.49,507.83,502.11,504.38,509.64
180,15100,Skin splt grft trnk/arm/leg   ,502.73,830.23,830.23,726.11,782.84,772.95,770.95,768.4,762.61,769.44,777.62,775.49,788.97,769.69,763.22,780.4,775.65,786.06,768.33,777.2,786.58,769.33,754.23,790.09,771.38,760.18,769.74,787.51,763.96,769.67,762.89,781.99,801.5,780.2,744.14,798.86,764.28,778.99,772.33,780.19,772.08,782.7,749.89,779.1,796.21,777.47,780.62,772.92,775.98,783.06
181,15101,Skin splt grft t/a/l add-on   ,116.68,179.2,179.2,159.32,170.15,168.27,167.88,167.4,166.29,167.6,169.16,168.75,171.32,167.64,166.41,169.69,168.78,170.77,167.38,169.08,170.87,167.57,164.69,171.54,167.97,165.83,167.65,171.05,166.55,167.64,166.35,169.99,173.72,169.65,162.76,173.21,166.61,169.42,168.15,169.65,168.1,170.13,163.86,169.44,172.71,169.13,169.73,168.26,168.84,170.19
182,15110,Epidrm autogrft trnk/arm/leg  ,490.4,772.99,772.99,683.15,732.09,723.57,721.84,719.64,714.64,720.54,727.59,725.76,737.39,720.76,715.17,730.0,725.89,734.88,719.58,727.24,735.32,720.45,707.42,738.35,722.21,712.54,720.8,736.13,715.81,720.73,714.89,731.37,748.2,729.82,698.7,745.92,716.09,728.78,723.03,729.81,722.81,731.98,703.67,728.87,743.63,727.47,730.19,723.54,726.18,732.29
183,15111,Epidrm autogrft t/a/l add-on  ,70.19,113.17,113.17,99.51,106.95,105.65,105.39,105.06,104.3,105.19,106.27,105.99,107.76,105.23,104.38,106.63,106.01,107.37,105.05,106.21,107.44,105.18,103.2,107.9,105.45,103.98,105.23,107.56,104.47,105.22,104.33,106.84,109.4,106.6,101.87,109.05,104.52,106.45,105.57,106.6,105.54,106.93,102.63,106.46,108.71,106.25,106.66,105.65,106.05,106.98
184,15115,Epidrm a-grft face/nck/hf/g   ,481.25,769.43,769.43,677.81,727.73,719.03,717.27,715.02,709.93,715.94,723.14,721.26,733.12,716.16,710.47,725.58,721.4,730.56,714.97,722.77,731.02,715.85,702.56,734.11,717.65,707.79,716.2,731.84,711.12,716.14,710.18,726.99,744.15,725.41,693.67,741.82,711.4,724.35,718.48,725.4,718.26,727.61,698.74,724.44,739.49,723.01,725.78,719.0,721.7,727.92
185,15116,Epidrm a-grft f/n/hf/g addl   ,92.6,164.87,164.87,141.89,154.41,152.23,151.79,151.23,149.95,151.46,153.26,152.79,155.77,151.51,150.08,153.87,152.83,155.12,151.21,153.17,155.24,151.43,148.1,156.01,151.88,149.41,151.52,155.44,150.25,151.51,150.01,154.23,158.53,153.83,145.87,157.95,150.32,153.56,152.09,153.83,152.04,154.38,147.14,153.59,157.36,153.23,153.92,152.22,152.9,154.46
186,15120,Skn splt a-grft fac/nck/hf/g  ,521.38,824.52,824.52,728.15,780.65,771.5,769.65,767.29,761.93,768.26,775.82,773.85,786.33,768.49,762.5,778.4,774.0,783.64,767.23,775.44,784.11,768.15,754.18,787.36,770.05,759.68,768.53,784.98,763.18,768.46,762.19,779.87,797.93,778.21,744.83,795.48,763.48,777.09,770.92,778.2,770.69,780.53,750.16,777.19,793.03,775.69,778.6,771.47,774.31,780.86
187,15121,Skn splt a-grft f/n/hf/g add  ,160.25,200.86,200.86,187.95,194.98,193.76,193.51,193.19,192.48,193.32,194.34,194.07,195.74,193.35,192.55,194.68,194.09,195.38,193.18,194.28,195.45,193.31,191.44,195.88,193.56,192.17,193.36,195.56,192.64,193.35,192.51,194.88,197.3,194.66,190.18,196.97,192.68,194.51,193.68,194.65,193.65,194.97,190.9,194.52,196.64,194.32,194.71,193.75,194.13,195.01
188,15130,Derm autograft trnk/arm/leg   ,392.39,637.98,637.98,559.9,602.44,595.03,593.53,591.61,587.27,592.4,598.53,596.93,607.04,592.59,587.73,600.61,597.05,604.86,591.57,598.22,605.24,592.31,580.99,607.88,593.85,585.45,592.62,605.95,588.29,592.57,587.48,601.81,616.44,600.46,573.42,614.45,588.53,599.56,594.56,600.45,594.37,602.34,577.74,599.64,612.47,598.42,600.78,595.0,597.3,602.61
189,15131,Derm autograft t/a/l add-on   ,56.47,97.53,97.53,84.48,91.59,90.35,90.1,89.78,89.05,89.91,90.93,90.67,92.36,89.94,89.13,91.28,90.69,91.99,89.77,90.88,92.06,89.9,88.0,92.5,90.15,88.75,89.95,92.17,89.22,89.94,89.09,91.48,93.93,91.26,86.74,93.6,89.26,91.11,90.27,91.26,90.24,91.57,87.46,91.12,93.26,90.92,91.31,90.34,90.73,91.62
190,15135,Derm autograft face/nck/hf/g  ,488.56,827.21,827.21,719.55,778.2,767.98,765.92,763.27,757.29,764.35,772.81,770.61,784.55,764.61,757.92,775.69,770.77,781.54,763.21,772.38,782.07,764.24,748.63,785.7,766.36,754.77,764.66,783.04,758.69,764.59,757.58,777.33,797.5,775.48,738.19,794.77,759.02,774.23,767.33,775.46,767.08,778.06,744.14,774.34,792.03,772.66,775.92,767.95,771.12,778.43
191,15136,Derm autograft f/n/hf/g add   ,54.03,96.5,96.5,83.0,90.35,89.07,88.81,88.48,87.73,88.62,89.68,89.4,91.15,88.65,87.81,90.04,89.42,90.77,88.47,89.62,90.84,88.6,86.64,91.29,88.87,87.42,88.66,90.96,87.91,88.65,87.77,90.24,92.77,90.01,85.34,92.43,87.95,89.86,88.99,90.01,88.96,90.34,86.08,89.87,92.09,89.66,90.07,89.07,89.47,90.38
192,15150,Cult skin grft t/arm/leg      ,406.13,669.28,669.28,585.62,631.2,623.26,621.65,619.6,614.95,620.44,627.01,625.3,636.13,620.64,615.44,629.24,625.42,633.79,619.55,626.67,634.2,620.35,608.22,637.02,622.0,612.99,620.68,634.96,616.03,620.62,615.17,630.52,646.2,629.08,600.1,644.07,616.29,628.11,622.75,629.07,622.55,631.09,604.73,628.2,641.94,626.89,629.42,623.23,625.69,631.38
193,15151,Cult skin grft t/a/l addl     ,73.9,116.01,116.01,102.62,109.92,108.65,108.39,108.06,107.32,108.19,109.25,108.97,110.7,108.23,107.39,109.6,108.99,110.33,108.05,109.19,110.4,108.18,106.24,110.85,108.44,107.0,108.23,110.52,107.49,108.22,107.35,109.81,112.32,109.58,104.94,111.98,107.53,109.42,108.56,109.58,108.53,109.9,105.68,109.44,111.64,109.23,109.63,108.64,109.03,109.94
194,15152,Cult skin graft t/a/l +%      ,90.83,151.07,151.07,131.92,142.35,140.53,140.17,139.7,138.63,139.89,141.39,141.0,143.48,139.94,138.74,141.9,141.03,142.95,139.69,141.32,143.04,139.87,137.09,143.69,140.25,138.18,139.94,143.21,138.88,139.93,138.68,142.2,145.79,141.87,135.23,145.3,138.94,141.65,140.42,141.87,140.37,142.33,136.29,141.67,144.81,141.37,141.95,140.53,141.09,142.39
195,15155,Cult skin graft f/n/hf/g      ,419.15,778.2,778.2,664.05,726.24,715.41,713.21,710.41,704.07,711.56,720.52,718.19,732.97,711.83,704.74,723.57,718.36,729.78,710.34,720.07,730.34,711.44,694.88,734.19,713.69,701.4,711.89,731.37,705.55,711.8,704.38,725.32,746.7,723.35,683.81,743.81,705.9,722.03,714.72,723.34,714.45,726.09,690.12,722.15,740.9,720.36,723.82,715.37,718.73,726.48
196,15156,Cult skin grft f/n/hfg add    ,97.39,155.54,155.54,137.05,147.12,145.37,145.02,144.56,143.53,144.75,146.2,145.82,148.21,144.79,143.64,146.69,145.85,147.7,144.55,146.13,147.79,144.73,142.05,148.41,145.09,143.1,144.8,147.96,143.77,144.79,143.58,146.98,150.44,146.66,140.25,149.97,143.83,146.44,145.26,146.65,145.21,147.1,141.28,146.46,149.5,146.17,146.73,145.36,145.91,147.16
197,15157,Cult epiderm grft f/n/hfg +%  ,108.33,173.57,173.57,152.83,164.13,162.16,161.76,161.25,160.1,161.46,163.09,162.67,165.35,161.51,160.22,163.64,162.7,164.77,161.24,163.01,164.87,161.44,158.43,165.57,161.85,159.61,161.52,165.06,160.37,161.51,160.16,163.96,167.85,163.6,156.42,167.32,160.43,163.36,162.03,163.6,161.99,164.1,157.57,163.38,166.79,163.06,163.69,162.15,162.76,164.17
