,PROC_CODE,SHORT DESCRIPTION,MDCAID_PFS_AMT,MDCARE_PFS_AMT,PP_PFS_AMT,EST_PFS_AMT_BS,PFS_AMT_BY_Fairfield,PFS_AMT_BY_Hartford,PFS_AMT_BY_Litchfield,PFS_AMT_BY_Middlesex,PFS_AMT_BY_New_Haven,PFS_AMT_BY_New_London,PFS_AMT_BY_Tolland,PFS_AMT_BY_Windham
490,24575,Treat humerus fracture        ,510.0,823.33,823.33,748.26,743.87,719.58,746.36,757.37,714.6,731.08,770.59,717.44
491,24576,Treat humerus fracture        ,103.62,383.46,383.46,316.42,312.5,290.8,314.71,324.55,286.36,301.07,336.36,288.89
492,24577,Treat humerus fracture        ,103.62,618.74,618.74,495.33,488.11,448.18,492.19,510.31,439.99,467.08,532.04,444.66
493,24579,Treat humerus fracture        ,510.0,936.61,936.61,834.4,828.43,795.35,831.81,846.81,788.58,811.01,864.81,792.44
494,24582,Treat humerus fracture        ,446.0,908.87,908.87,797.98,791.49,755.61,795.16,811.43,748.25,772.59,830.97,752.45
495,24586,Treat elbow fracture          ,630.0,1214.39,1214.39,1074.38,1066.2,1020.89,1070.83,1091.37,1011.61,1042.33,1116.03,1016.9
496,24587,Treat elbow fracture          ,717.0,1226.59,1226.59,1104.5,1097.36,1057.86,1101.4,1119.32,1049.76,1076.56,1140.82,1054.38
497,24600,Treat elbow dislocation       ,103.62,407.91,407.91,335.01,330.75,307.16,333.16,343.86,302.32,318.32,356.7,305.08
498,24605,Treat elbow dislocation       ,446.0,527.61,527.61,508.06,506.91,500.59,507.56,510.43,499.29,503.58,513.87,500.03
499,24615,Treat elbow dislocation       ,510.0,798.47,798.47,729.36,725.32,702.95,727.6,737.75,698.37,713.54,749.92,700.98
500,24620,Treat elbow fracture          ,103.62,616.24,616.24,493.43,486.25,446.51,490.31,508.33,438.36,465.31,529.96,443.01
501,24635,Treat elbow fracture          ,510.0,755.73,755.73,696.86,693.42,674.37,695.36,704.0,670.46,683.38,714.37,672.69
502,24655,Treat radius fracture         ,103.62,491.43,491.43,398.52,393.09,363.02,396.16,409.79,356.86,377.25,426.16,360.37
503,24665,Treat radius fracture         ,630.0,732.99,732.99,708.32,706.87,698.89,707.69,711.31,697.25,702.67,715.66,698.19
504,24666,Treat radius fracture         ,630.0,821.14,821.14,775.35,772.67,757.85,774.18,780.9,754.81,764.86,788.97,756.55
505,24670,Treat ulnar fracture          ,103.62,327.52,327.52,273.88,270.74,253.38,272.52,280.39,249.83,261.6,289.84,251.86
506,24675,Treat ulnar fracture          ,103.62,509.81,509.81,412.49,406.81,375.32,410.02,424.31,368.86,390.22,441.45,372.54
507,24685,Treat ulnar fracture          ,510.0,733.91,733.91,680.27,677.13,659.77,678.9,686.78,656.21,667.99,696.22,658.24
508,24800,Fusion of elbow joint         ,630.0,931.77,931.77,859.47,855.24,831.85,857.64,868.25,827.06,842.92,880.98,829.79
509,24802,Fusion/graft of elbow joint   ,717.0,1124.18,1124.18,1026.63,1020.92,989.36,1024.15,1038.47,982.89,1004.3,1055.65,986.58
510,24925,Amputation follow-up surgery  ,510.0,629.06,629.06,600.54,598.87,589.64,599.81,604.0,587.75,594.01,609.02,588.82
511,25000,Incision of tendon sheath     ,510.0,378.92,378.92,410.32,412.16,422.32,411.12,406.51,424.4,417.51,400.98,423.22
512,25020,Decompress forearm 1 space    ,510.0,645.28,645.28,612.87,610.97,600.49,612.05,616.8,598.34,605.45,622.51,599.56
513,25023,Decompress forearm 1 space    ,510.0,1244.28,1244.28,1068.36,1058.08,1001.15,1063.9,1089.71,989.49,1028.09,1120.7,996.14
514,25024,Decompress forearm 2 spaces   ,510.0,868.06,868.06,782.28,777.26,749.5,780.1,792.69,743.81,762.64,807.8,747.06
515,25025,Decompress forearm 2 spaces   ,510.0,1360.32,1360.32,1156.6,1144.69,1078.77,1151.43,1181.33,1065.26,1109.97,1217.21,1072.96
516,25028,Drainage of forearm lesion    ,333.0,592.28,592.28,530.16,526.53,506.43,528.58,537.7,502.31,515.94,548.64,504.66
517,25031,Drainage of forearm bursa     ,446.0,395.64,395.64,407.71,408.41,412.31,408.01,406.24,413.11,410.47,404.12,412.66
518,25035,Treat forearm bone lesion     ,446.0,655.39,655.39,605.22,602.29,586.06,603.95,611.31,582.73,593.74,620.15,584.63
519,25040,Explore/treat wrist joint     ,717.0,629.79,629.79,650.68,651.91,658.67,651.21,648.15,660.05,655.47,644.47,659.26
520,25066,Biopsy forearm soft tissues   ,446.0,402.56,402.56,412.97,413.58,416.94,413.23,411.7,417.63,415.35,409.87,417.24
521,25075,Exc forearm les sc < 3 cm     ,446.0,539.98,539.98,517.46,516.15,508.86,516.89,520.2,507.37,512.31,524.16,508.22
522,25076,Exc forearm tum deep < 3 cm   ,510.0,581.33,581.33,564.24,563.24,557.71,563.81,566.31,556.58,560.33,569.32,557.22
523,25077,Resect forearm/wrist tum<3cm  ,510.0,992.09,992.09,876.59,869.84,832.46,873.66,890.61,824.81,850.15,910.95,829.17
524,25085,Incision of wrist capsule     ,510.0,503.63,503.63,505.16,505.25,505.74,505.19,504.97,505.84,505.51,504.7,505.78
525,25100,Biopsy of wrist joint         ,446.0,388.51,388.51,402.28,403.09,407.55,402.63,400.61,408.46,405.44,398.19,407.94
526,25101,Explore/treat wrist joint     ,510.0,452.27,452.27,466.1,466.91,471.39,466.45,464.42,472.3,469.27,461.99,471.78
527,25105,Remove wrist joint lining     ,630.0,539.88,539.88,561.47,562.73,569.72,562.02,558.85,571.15,566.41,555.05,570.34
528,25107,Remove wrist joint cartilage  ,510.0,691.69,691.69,648.16,645.62,631.53,647.06,653.44,628.64,638.2,661.11,630.29
529,25110,Remove wrist tendon lesion    ,510.0,382.24,382.24,412.85,414.64,424.54,413.63,409.13,426.57,419.86,403.74,425.42
530,25111,Remove wrist tendon lesion    ,510.0,360.18,360.18,396.07,398.17,409.79,396.99,391.72,412.17,404.29,385.4,410.81
531,25112,Reremove wrist tendon lesion  ,630.0,433.98,433.98,480.94,483.69,498.88,482.13,475.24,502.0,491.69,466.97,500.22
532,25115,Remove wrist/forearm lesion   ,630.0,850.6,850.6,797.75,794.66,777.56,796.41,804.16,774.05,785.65,813.47,776.05
533,25116,Remove wrist/forearm lesion   ,630.0,673.08,673.08,662.76,662.16,658.82,662.5,664.01,658.13,660.4,665.83,658.52
534,25118,Excise wrist tendon sheath    ,446.0,427.79,427.79,432.15,432.41,433.82,432.26,431.62,434.11,433.15,430.85,433.94
535,25119,Partial removal of ulna       ,510.0,560.7,560.7,548.55,547.84,543.91,548.24,550.03,543.11,545.77,552.17,543.57
536,25120,Removal of forearm lesion     ,510.0,556.48,556.48,545.34,544.69,541.09,545.06,546.7,540.35,542.8,548.66,540.77
537,25125,Remove/graft forearm lesion   ,510.0,665.44,665.44,628.2,626.02,613.97,627.25,632.72,611.5,619.68,639.28,612.91
538,25126,Remove/graft forearm lesion   ,510.0,670.07,670.07,631.72,629.48,617.07,630.75,636.37,614.53,622.94,643.13,615.98
539,25130,Removal of wrist lesion       ,510.0,500.71,500.71,502.94,503.07,503.79,502.99,502.67,503.93,503.45,502.27,503.85
540,25135,Remove & graft wrist lesion   ,510.0,627.63,627.63,599.45,597.8,588.68,598.73,602.87,586.81,593.0,607.83,587.88
541,25136,Remove & graft wrist lesion   ,510.0,554.02,554.02,543.47,542.86,539.44,543.21,544.75,538.75,541.06,546.61,539.14
542,25145,Remove forearm bone lesion    ,446.0,580.74,580.74,548.46,546.57,536.13,547.64,552.38,533.99,541.07,558.06,535.21
543,25150,Partial removal of ulna       ,446.0,636.86,636.86,591.13,588.46,573.66,589.97,596.68,570.63,580.67,604.74,572.36
544,25151,Partial removal of radius     ,446.0,652.52,652.52,603.04,600.15,584.14,601.79,609.05,580.86,591.72,617.76,582.73
545,25210,Removal of wrist bone         ,510.0,545.8,545.8,537.22,536.72,533.95,537.01,538.26,533.38,535.26,539.77,533.7
546,25215,Removal of wrist bones        ,630.0,691.81,691.81,677.0,676.14,671.34,676.63,678.8,670.36,673.61,681.41,670.92
547,25230,Partial removal of radius     ,630.0,485.45,485.45,520.08,522.11,533.31,520.96,515.88,535.61,528.01,509.78,534.3
548,25240,Partial removal of ulna       ,630.0,480.13,480.13,516.04,518.14,529.75,516.95,511.68,532.13,524.25,505.35,530.78
549,25248,Remove forearm foreign body   ,446.0,461.98,461.98,458.15,457.93,456.69,458.05,458.62,456.43,457.28,459.29,456.58
550,25250,Removal of wrist prosthesis   ,333.0,595.41,595.41,532.54,528.87,508.52,530.95,540.17,504.35,518.15,551.24,506.73
551,25251,Removal of wrist prosthesis   ,333.0,807.58,807.58,693.88,687.23,650.44,690.99,707.68,642.9,667.85,727.71,647.2
552,25260,Repair forearm tendon/muscle  ,630.0,705.85,705.85,687.68,686.62,680.74,687.22,689.88,679.53,683.52,693.08,680.22
553,25263,Repair forearm tendon/muscle  ,446.0,704.27,704.27,642.39,638.78,618.75,640.82,649.9,614.65,628.23,660.8,616.99
554,25265,Repair forearm tendon/muscle  ,510.0,848.9,848.9,767.71,762.96,736.69,765.65,777.56,731.3,749.12,791.86,734.37
555,25270,Repair forearm tendon/muscle  ,630.0,549.09,549.09,568.47,569.61,575.88,568.97,566.12,577.17,572.91,562.71,576.43
556,25272,Repair forearm tendon/muscle  ,510.0,625.3,625.3,597.68,596.06,587.12,596.98,601.03,585.29,591.35,605.89,586.34
557,25274,Repair forearm tendon/muscle  ,630.0,755.04,755.04,725.08,723.33,713.64,724.32,728.72,711.65,718.23,733.99,712.78
558,25275,Repair forearm tendon sheath  ,630.0,751.44,751.44,722.35,720.64,711.23,721.61,725.88,709.3,715.69,731.0,710.4
559,25280,Revise wrist/forearm tendon   ,630.0,630.99,630.99,630.75,630.74,630.66,630.75,630.78,630.65,630.7,630.82,630.66
560,25290,Incise wrist/forearm tendon   ,510.0,489.25,489.25,494.22,494.51,496.12,494.35,493.62,496.45,495.36,492.74,496.26
561,25295,Release wrist/forearm tendon  ,510.0,587.99,587.99,569.31,568.21,562.17,568.83,571.57,560.93,565.03,574.86,561.63
562,25300,Fusion of tendons at wrist    ,510.0,774.05,774.05,710.79,707.09,686.62,709.18,718.47,682.43,696.31,729.61,684.82
563,25301,Fusion of tendons at wrist    ,510.0,720.58,720.58,670.13,667.18,650.85,668.85,676.25,647.51,658.58,685.14,649.42
564,25310,Transplant forearm tendon     ,510.0,694.36,694.36,650.19,647.61,633.32,649.07,655.55,630.39,640.08,663.33,632.06
565,25312,Transplant forearm tendon     ,630.0,803.19,803.19,761.7,759.27,745.84,760.64,766.73,743.09,752.2,774.04,744.66
566,25315,Revise palsy hand tendon(s)   ,510.0,864.48,864.48,779.55,774.59,747.11,777.4,789.86,741.48,760.11,804.82,744.69
567,25316,Revise palsy hand tendon(s)   ,510.0,1024.81,1024.81,901.47,894.26,854.35,898.34,916.44,846.17,873.24,938.16,850.84
568,25320,Repair/revise wrist joint     ,510.0,1106.52,1106.52,963.61,955.25,909.0,959.98,980.95,899.53,930.89,1006.12,904.93
569,25332,Revise wrist joint            ,717.0,942.52,942.52,888.49,885.33,867.85,887.12,895.05,864.26,876.12,904.56,866.31
570,25335,Realignment of hand           ,510.0,1057.79,1057.79,926.55,918.88,876.41,923.22,942.48,867.71,896.51,965.59,872.67
571,25337,Reconstruct ulna/radioulnar   ,717.0,1001.05,1001.05,933.0,929.02,907.0,931.27,941.26,902.49,917.42,953.24,905.06
572,25355,Revision of radius            ,510.0,859.62,859.62,775.86,770.96,743.86,773.73,786.02,738.3,756.68,800.78,741.47
573,25360,Revision of ulna              ,510.0,732.35,732.35,679.08,675.96,658.73,677.73,685.54,655.19,666.89,694.93,657.21
574,25365,Revise radius & ulna          ,510.0,1026.03,1026.03,902.4,895.17,855.17,899.26,917.4,846.97,874.1,939.18,851.64
575,25370,Revise radius or ulna         ,510.0,1128.6,1128.6,980.4,971.73,923.77,976.63,998.38,913.95,946.47,1024.49,919.55
576,25375,Revise radius & ulna          ,630.0,1068.63,1068.63,963.54,957.4,923.39,960.88,976.3,916.43,939.49,994.81,920.4
577,25390,Shorten radius or ulna        ,510.0,861.03,861.03,776.93,772.01,744.8,774.8,787.14,739.22,757.68,801.95,742.4
578,25391,Lengthen radius or ulna       ,630.0,1116.6,1116.6,1000.02,993.2,955.48,997.06,1014.17,947.75,973.33,1034.7,952.16
579,25392,Shorten radius & ulna         ,510.0,1136.8,1136.8,986.63,977.85,929.26,982.82,1004.86,919.3,952.26,1031.31,924.98
580,25393,Lengthen radius & ulna        ,630.0,1268.13,1268.13,1115.25,1106.31,1056.84,1111.37,1133.8,1046.7,1080.25,1160.73,1052.48
581,25400,Repair radius or ulna         ,510.0,899.74,899.74,806.37,800.91,770.69,804.0,817.7,764.5,784.99,834.14,768.03
582,25405,Repair/graft radius or ulna   ,630.0,1159.58,1159.58,1032.7,1025.28,984.23,1029.48,1048.1,975.82,1003.66,1070.45,980.61
583,25415,Repair radius & ulna          ,510.0,1084.89,1084.89,947.16,939.1,894.54,943.66,963.87,885.4,915.63,988.13,890.61
584,25420,Repair/graft radius & ulna    ,630.0,1310.25,1310.25,1147.27,1137.75,1085.01,1143.14,1167.06,1074.2,1109.97,1195.76,1080.37
585,25425,Repair/graft radius or ulna   ,510.0,1079.44,1079.44,943.01,935.04,890.89,939.55,959.57,881.85,911.78,983.6,887.0
586,25426,Repair/graft radius & ulna    ,630.0,1260.78,1260.78,1109.66,1100.82,1051.92,1105.82,1128.0,1041.9,1075.06,1154.62,1047.61
587,25440,Repair/graft wrist bone       ,630.0,861.14,861.14,805.76,802.53,784.61,804.36,812.48,780.93,793.09,822.24,783.03
588,25441,Reconstruct wrist joint       ,717.0,1050.41,1050.41,970.53,965.86,940.01,968.5,980.23,934.72,952.25,994.29,937.74
589,25442,Reconstruct wrist joint       ,717.0,901.44,901.44,857.25,854.67,840.37,856.13,862.61,837.44,847.14,870.4,839.11
590,25443,Reconstruct wrist joint       ,717.0,876.56,876.56,838.33,836.1,823.73,837.36,842.97,821.19,829.58,849.7,822.64
591,25444,Reconstruct wrist joint       ,717.0,927.33,927.33,876.94,873.99,857.69,875.66,883.05,854.35,865.4,891.93,856.25
592,25445,Reconstruct wrist joint       ,717.0,808.51,808.51,786.59,785.3,778.21,786.03,789.25,776.76,781.57,793.11,777.59
593,25446,Wrist replacement             ,995.0,1311.5,1311.5,1235.67,1231.24,1206.7,1233.75,1244.88,1201.67,1218.32,1258.23,1204.54
594,25447,Repair wrist joints           ,717.0,927.75,927.75,877.26,874.31,857.97,875.98,883.39,854.62,865.7,892.28,856.53
595,25449,Remove wrist joint implant    ,717.0,1154.14,1154.14,1049.41,1043.29,1009.4,1046.75,1062.12,1002.45,1025.44,1080.57,1006.41
596,25450,Revision of wrist joint       ,510.0,691.4,691.4,647.94,645.4,631.34,646.84,653.21,628.45,637.99,660.87,630.1
597,25455,Revision of wrist joint       ,510.0,813.79,813.79,741.01,736.75,713.2,739.16,749.84,708.38,724.35,762.66,711.13
598,25490,Reinforce radius              ,510.0,806.97,806.97,735.82,731.66,708.64,734.02,744.46,703.92,719.54,756.99,706.61
599,25491,Reinforce ulna                ,510.0,829.57,829.57,753.01,748.53,723.76,751.06,762.3,718.68,735.48,775.78,721.57
600,25492,Reinforce radius and ulna     ,510.0,1014.63,1014.63,893.73,886.66,847.54,890.66,908.4,839.52,866.06,929.7,844.1
601,25505,Treat fracture of radius      ,103.62,556.93,556.93,448.33,441.98,406.83,445.57,461.51,399.63,423.47,480.63,403.74
602,25515,Treat fracture of radius      ,510.0,750.08,750.08,692.56,689.2,670.59,691.1,699.54,666.77,679.4,709.67,668.95
603,25520,Treat fracture of radius      ,103.62,638.87,638.87,510.63,503.14,461.64,507.38,526.2,453.14,481.28,548.78,457.99
604,25525,Treat fracture of radius      ,630.0,879.35,879.35,819.61,816.12,796.79,818.09,826.86,792.83,805.94,837.38,795.08
605,25526,Treat fracture of radius      ,717.0,1071.93,1071.93,986.9,981.92,954.41,984.74,997.22,948.77,967.43,1012.19,951.99
606,25535,Treat fracture of ulna        ,103.62,544.73,544.73,439.05,432.87,398.67,436.37,451.88,391.67,414.86,470.49,395.66
607,25545,Treat fracture of ulna        ,510.0,697.02,697.02,652.21,649.59,635.1,651.08,657.65,632.12,641.96,665.54,633.82
608,25565,Treat fracture radius & ulna  ,103.62,578.55,578.55,464.77,458.11,421.29,461.88,478.58,413.75,438.72,498.62,418.05
609,25574,Treat fracture radius & ulna  ,510.0,754.99,754.99,696.3,692.86,673.87,694.81,703.42,669.98,682.86,713.76,672.2
610,25575,Treat fracture radius/ulna    ,510.0,1009.26,1009.26,889.65,882.65,843.95,886.61,904.16,836.02,862.27,925.23,840.54
611,25605,Treat fracture radius/ulna    ,103.62,607.28,607.28,486.61,479.56,440.51,483.55,501.26,432.51,458.99,522.51,437.07
612,25606,Treat fx distal radial        ,510.0,744.32,744.32,688.18,684.9,666.73,686.76,695.0,663.01,675.33,704.88,665.13
613,25607,Treat fx rad extra-articul    ,717.0,823.47,823.47,797.96,796.47,788.22,797.31,801.06,786.53,792.12,805.55,787.49
614,25608,Treat fx rad intra-articul    ,717.0,923.69,923.69,874.17,871.28,855.25,872.91,880.18,851.97,862.84,888.9,853.84
615,25609,Treat fx radial 3+ frag       ,717.0,1173.24,1173.24,1063.93,1057.54,1022.17,1061.16,1077.2,1014.93,1038.91,1096.45,1019.06
616,25624,Treat wrist bone fracture     ,103.62,539.4,539.4,435.0,428.89,395.11,432.35,447.67,388.18,411.1,466.06,392.13
617,25628,Treat wrist bone fracture     ,510.0,805.53,805.53,734.73,730.59,707.68,732.93,743.32,702.98,718.52,755.79,705.66
618,25635,Treat wrist bone fracture     ,103.62,513.75,513.75,415.49,409.75,377.95,413.0,427.42,371.44,393.0,444.72,375.15
619,25645,Treat wrist bone fracture     ,510.0,638.78,638.78,607.93,606.12,596.14,607.14,611.67,594.09,600.86,617.11,595.26
620,25660,Treat wrist dislocation       ,103.62,464.06,464.06,377.71,372.66,344.71,375.51,388.19,338.99,357.94,403.4,342.25
621,25670,Treat wrist dislocation       ,510.0,675.61,675.61,635.93,633.61,620.77,634.93,640.75,618.14,626.85,647.74,619.64
622,25671,Pin radioulnar dislocation    ,333.0,596.91,596.91,533.68,529.99,509.53,532.08,541.36,505.33,519.21,552.49,507.72
623,25675,Treat wrist dislocation       ,103.62,484.68,484.68,393.39,388.05,358.51,391.07,404.47,352.45,372.49,420.55,355.9
624,25676,Treat wrist dislocation       ,446.0,705.39,705.39,643.25,639.61,619.5,641.67,650.79,615.38,629.02,661.73,617.73
625,25680,Treat wrist fracture          ,103.62,585.05,585.05,469.71,462.97,425.64,466.78,483.71,417.99,443.31,504.02,422.36
626,25685,Treat wrist fracture          ,510.0,825.32,825.32,749.78,745.36,720.91,747.86,758.94,715.9,732.48,772.25,718.76
627,25690,Treat wrist dislocation       ,103.62,540.12,540.12,435.54,429.43,395.59,432.89,448.24,388.66,411.6,466.65,392.61
628,25695,Treat wrist dislocation       ,446.0,710.4,710.4,647.05,643.35,622.85,645.45,654.74,618.65,632.55,665.9,621.05
629,25800,Fusion of wrist joint         ,630.0,819.79,819.79,774.32,771.66,756.95,773.17,779.84,753.93,763.91,787.85,755.65
630,25805,Fusion/graft of wrist joint   ,717.0,947.79,947.79,892.5,889.26,871.37,891.09,899.21,867.71,879.84,908.95,869.8
631,25810,Fusion/graft of wrist joint   ,717.0,971.3,971.3,910.37,906.81,887.1,908.83,917.77,883.06,896.43,928.5,885.36
632,25820,Fusion of hand bones          ,630.0,690.98,690.98,676.37,675.52,670.79,676.0,678.14,669.82,673.03,680.72,670.37
633,25825,Fuse hand bones with graft    ,717.0,850.15,850.15,818.25,816.38,806.06,817.44,822.12,803.95,810.95,827.74,805.15
634,25830,Fusion radioulnar jnt/ulna    ,717.0,1071.85,1071.85,986.83,981.86,954.35,984.68,997.15,948.72,967.37,1012.13,951.93
635,25907,Amputation follow-up surgery  ,510.0,687.75,687.75,645.16,642.67,628.89,644.08,650.33,626.07,635.42,657.83,627.68
636,25922,Amputate hand at wrist        ,510.0,686.72,686.72,644.38,641.91,628.21,643.31,649.52,625.4,634.69,656.98,627.0
637,25929,Amputation follow-up surgery  ,510.0,669.51,669.51,631.29,629.06,616.69,630.32,635.93,614.16,622.55,642.66,615.61
638,26011,Drainage of finger abscess    ,333.0,442.17,442.17,416.01,414.49,406.02,415.35,419.19,404.29,410.03,423.8,405.28
639,26020,Drain hand tendon sheath      ,446.0,486.19,486.19,476.56,476.0,472.88,476.32,477.73,472.24,474.36,479.43,472.61
640,26025,Drainage of palm bursa        ,333.0,472.98,472.98,439.44,437.48,426.63,438.59,443.51,424.41,431.77,449.42,425.68
641,26030,Drainage of palm bursas       ,446.0,552.74,552.74,527.17,525.67,517.4,526.52,530.27,515.7,521.31,534.77,516.67
642,26034,Treat hand bone lesion        ,446.0,607.96,607.96,569.16,566.89,554.33,568.17,573.87,551.76,560.28,580.7,553.23
643,26040,Release palm contracture      ,630.0,350.09,350.09,417.15,421.07,442.77,418.85,409.01,447.22,432.5,397.2,444.68
644,26045,Release palm contracture      ,510.0,524.11,524.11,520.73,520.53,519.44,520.64,521.14,519.21,519.96,521.74,519.34
645,26055,Incise finger tendon sheath   ,446.0,632.1,632.1,587.51,584.91,570.48,586.38,592.93,567.52,577.31,600.78,569.21
646,26060,Incision of finger tendon     ,446.0,292.08,292.08,328.96,331.11,343.04,329.89,324.48,345.49,337.4,317.99,344.1
647,26070,Explore/treat hand joint      ,446.0,357.61,357.61,378.79,380.02,386.88,379.32,376.22,388.28,383.63,372.49,387.48
648,26075,Explore/treat finger joint    ,630.0,373.1,373.1,434.65,438.25,458.16,436.21,427.18,462.24,448.74,416.34,459.92
649,26080,Explore/treat finger joint    ,630.0,438.28,438.28,484.21,486.9,501.76,485.38,478.64,504.81,494.73,470.55,503.07
650,26100,Biopsy hand joint lining      ,446.0,377.1,377.1,393.61,394.57,399.91,394.03,391.6,401.01,397.39,388.7,400.38
651,26105,Biopsy finger joint lining    ,333.0,379.37,379.37,368.26,367.61,364.02,367.98,369.61,363.28,365.72,371.57,363.7
652,26110,Biopsy finger joint lining    ,333.0,360.93,360.93,354.24,353.85,351.68,354.07,355.05,351.24,352.71,356.23,351.49
653,26115,Exc hand les sc < 1.5 cm      ,446.0,568.44,568.44,539.11,537.39,527.9,538.36,542.67,525.95,532.39,547.83,527.06
654,26116,Exc hand tum deep < 1.5 cm    ,446.0,591.53,591.53,556.66,554.63,543.34,555.78,560.9,541.03,548.68,567.04,542.35
655,26117,Rad resect hand tumor < 3 cm  ,510.0,835.67,835.67,757.65,753.08,727.84,755.67,767.12,722.66,739.79,780.86,725.61
656,26121,Release palm contracture      ,630.0,670.23,670.23,660.59,660.03,656.91,660.35,661.76,656.27,658.39,663.46,656.63
657,26123,Release palm contracture      ,630.0,934.91,934.91,861.86,857.59,833.95,860.01,870.73,829.11,845.14,883.59,831.87
658,26125,Release palm contracture      ,630.0,306.25,306.25,383.81,388.35,413.45,385.78,374.4,418.59,401.57,360.74,415.66
659,26130,Remove wrist joint lining     ,510.0,516.77,516.77,515.15,515.05,514.53,515.11,515.34,514.42,514.78,515.63,514.48
660,26135,Revise finger joint each      ,630.0,617.38,617.38,620.4,620.58,621.56,620.48,620.04,621.76,621.1,619.5,621.64
661,26140,Revise finger joint each      ,446.0,564.36,564.36,536.0,534.35,525.17,535.28,539.44,523.29,529.51,544.44,524.36
662,26145,Tendon excision palm/finger   ,510.0,574.18,574.18,558.8,557.9,552.93,558.41,560.67,551.91,555.28,563.38,552.49
663,26160,Remove tendon sheath lesion   ,510.0,649.82,649.82,616.32,614.36,603.52,615.47,620.39,601.3,608.65,626.29,602.57
664,26170,Removal of palm tendon each   ,510.0,455.86,455.86,468.83,469.59,473.79,469.16,467.26,474.65,471.8,464.97,474.16
665,26180,Removal of finger tendon      ,510.0,497.16,497.16,500.24,500.42,501.41,500.31,499.86,501.62,500.94,499.32,501.5
666,26185,Remove finger bone            ,630.0,619.59,619.59,622.08,622.23,623.04,622.15,621.78,623.2,622.65,621.34,623.11
667,26200,Remove hand bone lesion       ,446.0,503.45,503.45,489.69,488.88,484.43,489.34,491.36,483.51,486.54,493.78,484.04
668,26205,Remove/graft bone lesion      ,510.0,675.26,675.26,635.67,633.35,620.54,634.66,640.47,617.91,626.6,647.45,619.41
669,26210,Removal of finger lesion      ,446.0,495.91,495.91,483.95,483.25,479.38,483.65,485.4,478.59,481.22,487.51,479.04
670,26215,Remove/graft finger lesion    ,510.0,632.37,632.37,603.05,601.34,591.85,602.31,606.61,589.91,596.34,611.77,591.02
671,26230,Partial removal of hand bone  ,992.95,559.88,559.88,663.64,669.7,703.27,666.27,651.04,710.15,687.39,632.77,706.23
672,26235,Partial removal finger bone   ,510.0,551.82,551.82,541.8,541.21,537.97,541.55,543.02,537.31,539.51,544.78,537.69
673,26236,Partial removal finger bone   ,510.0,494.41,494.41,498.15,498.36,499.57,498.24,497.69,499.82,499.0,497.03,499.68
674,26250,Extensive hand surgery        ,510.0,1202.71,1202.71,1036.75,1027.05,973.35,1032.54,1056.89,962.34,998.76,1086.12,968.62
675,26260,Resect prox finger tumor      ,510.0,902.26,902.26,808.28,802.79,772.38,805.9,819.69,766.15,786.77,836.24,769.7
676,26262,Resect distal finger tumor    ,446.0,712.52,712.52,648.67,644.93,624.27,647.05,656.42,620.04,634.05,667.66,622.45
677,26320,Removal of implant from hand  ,446.0,388.69,388.69,402.42,403.22,407.67,402.77,400.75,408.58,405.56,398.34,408.06
678,26350,Repair finger/hand tendon     ,333.0,792.91,792.91,682.72,676.28,640.63,679.93,696.1,633.32,657.5,715.5,637.49
679,26352,Repair/graft hand tendon      ,630.0,911.19,911.19,843.82,839.88,818.08,842.11,852.0,813.62,828.4,863.86,816.16
680,26356,Repair finger/hand tendon     ,630.0,889.8,889.8,827.56,823.92,803.78,825.98,835.11,799.65,813.31,846.07,802.0
681,26357,Repair finger/hand tendon     ,630.0,997.1,997.1,909.15,904.01,875.55,906.92,919.82,869.72,889.02,935.31,873.04
682,26358,Repair/graft hand tendon      ,630.0,1103.19,1103.19,989.82,983.19,946.51,986.95,1003.58,938.99,963.87,1023.55,943.28
683,26370,Repair finger/hand tendon     ,630.0,841.87,841.87,791.11,788.14,771.72,789.82,797.27,768.35,779.49,806.21,770.27
684,26372,Repair/graft hand tendon      ,630.0,986.25,986.25,900.9,895.91,868.29,898.73,911.26,862.63,881.36,926.29,865.86
685,26373,Repair finger/hand tendon     ,510.0,946.81,946.81,842.16,836.04,802.18,839.5,854.86,795.24,818.2,873.29,799.19
686,26390,Revise hand/finger tendon     ,630.0,930.49,930.49,858.5,854.29,830.99,856.67,867.24,826.22,842.02,879.92,828.94
687,26392,Repair/graft hand tendon      ,510.0,1085.49,1085.49,947.61,939.55,894.94,944.11,964.35,885.8,916.05,988.63,891.01
688,26410,Repair hand tendon            ,510.0,629.76,629.76,601.07,599.39,590.11,600.34,604.55,588.2,594.5,609.6,589.29
689,26412,Repair/graft hand tendon      ,510.0,762.98,762.98,702.37,698.83,679.22,700.83,709.73,675.2,688.5,720.4,677.49
690,26415,Excision hand/finger tendon   ,630.0,906.56,906.56,840.3,836.43,814.99,838.62,848.34,810.59,825.13,860.01,813.1
691,26416,Graft hand or finger tendon   ,510.0,985.81,985.81,871.81,865.15,828.26,868.92,885.65,820.7,845.72,905.73,825.02
692,26418,Repair finger tendon          ,630.0,643.64,643.64,640.37,640.18,639.12,640.29,640.77,638.91,639.62,641.34,639.03
693,26420,Repair/graft finger tendon    ,630.0,796.87,796.87,756.89,754.55,741.62,755.88,761.74,738.97,747.74,768.78,740.48
