"HCPCS CODE","MODIFIER","SHORT DESCRIPTION","PROC STAT","MAC LOCALITY","NON-FACILITY PRICE","FACILITY PRICE","NON-FACILITY LIMITING CHARGE","FACILITY LIMITING CHARGE","CONV FACT","GPCI WORK","GPCI PE","GPCI MP","PROC STAT","PCTC","NOT USED FOR MEDICARE","WORK RVU","NA FLAG FOR NON-FAC PE RVU","NON-FACILITY PE RVU","NA FLAG FOR TRANS NON-FAC PE RVU","TRANSITIONED NON-FAC PE RVU","NA FLG FOR FULLY IMP NON-FAC PE RVU","FULLY IMPLEMENTED NON-FAC PE RVU","NA FLAG FOR TRANS FACILITY PE RVU","NA FLAG FOR FACILITY PE RVU","FACILITY PE RVU","TRANSITIONED FACILITY PE RVU","NA FLAG FOR FULLY IMP FAC PE RVU","FULLY IMPLEMENTED FACILITY PE RVU","MP RVU","NON-FACILITY TOTAL","TRANSITIONED NON-FAC TOTAL","FACILITY TOTAL","TRANSITIONED FACILITY TOTAL","FULLY IMPLEMENTED NON-FAC TOTAL","FULLY IMPLEMENTED FACILITY TOTAL","PCTC","GLOBAL","PRE OP","INTRA OP","POST OP","MULT SURG","BILT SURG","ASST SURG","CO SURG","TEAM SURG","PHYS SUPV","ENDOBASE","CONV FACT","NOT USED FOR MEDICARE","DIAG IMAGING FAMILY IND","OPPS NON-FACILITY PAYMENT AMOUNT<sup>1</sup>","OPPS FACILITY PAYMENT AMOUNT<sup>1</sup>","NON-FAC PE USED FOR OPPS PMT AMT","FACILITY PE USED FOR OPPS PMT AMT","MALPRACTICE USED FOR OPPS PMT AMT",
"28045","","Exc foot/toe tum deep <1.5cm  ","A","1328299","$494.78","$346.70","$540.55","$378.77","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$196.20","$196.20","","","",
"28046","","Resect foot/toe tumor < 3 cm  ","A","1328299","$723.87","$723.87","NA","$790.82","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$445.68","$445.68","","","",
"28047","","Resect foot/toe tumor 3 cm/>  ","A","1328299","$1,035.28","$1,035.28","NA","$1,131.05","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$628.19","$628.19","","","",
"28050","","Biopsy of foot joint lining   ","A","1328299","$423.14","$279.16","$462.28","$304.98","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$158.04","$158.04","","","",
"28052","","Biopsy of foot joint lining   ","A","1328299","$447.22","$284.77","$488.59","$311.12","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$146.16","$146.16","","","",
"28054","","Biopsy of toe joint lining    ","A","1328299","$374.30","$234.76","$408.92","$256.48","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$128.52","$128.52","","","",
"28055","","Neurectomy foot               ","A","1328299","$378.48","$378.48","NA","$413.49","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$226.44","$226.44","","","",
"28060","","Partial removal foot fascia   ","A","1328299","$515.94","$354.18","$563.67","$386.94","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$194.40","$194.40","","","",
"28062","","Removal of foot fascia        ","A","1328299","$583.88","$405.36","$637.89","$442.86","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$240.84","$240.84","","","",
"28070","","Removal of foot joint lining  ","A","1328299","$535.79","$356.59","$585.35","$389.57","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$188.64","$188.64","","","",
"28072","","Removal of foot joint lining  ","A","1328299","$500.35","$326.28","$546.64","$356.46","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$169.92","$169.92","","","",
"28080","","Removal of foot lesion        ","A","1328299","$521.68","$364.02","$569.93","$397.69","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$174.96","$174.96","","","",
"28086","","Excise foot tendon sheath     ","A","1328299","$539.84","$354.47","$589.77","$387.26","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$177.12","$177.12","","","",
"28088","","Excise foot tendon sheath     ","A","1328299","$445.07","$280.57","$486.24","$306.52","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$143.28","$143.28","","","",
"28090","","Removal of foot lesion        ","A","1328299","$467.90","$305.45","$511.18","$333.70","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$163.80","$163.80","","","",
"28092","","Removal of toe lesions        ","A","1328299","$421.96","$267.04","$460.99","$291.74","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$136.08","$136.08","","","",
"28100","","Removal of ankle/heel lesion  ","A","1328299","$606.67","$410.02","$662.79","$447.95","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$209.88","$209.88","","","",
"28102","","Remove/graft foot lesion      ","A","1328299","$591.15","$591.15","NA","$645.83","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$285.12","$285.12","","","",
"28103","","Remove/graft foot lesion      ","A","1328299","$390.87","$390.87","NA","$427.03","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$240.12","$240.12","","","",
"28104","","Removal of foot lesion        ","A","1328299","$525.31","$350.55","$573.90","$382.98","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$189.36","$189.36","","","",
"28106","","Remove/graft foot lesion      ","A","1328299","$427.84","$427.84","NA","$467.41","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$264.60","$264.60","","","",
"28107","","Remove/graft foot lesion      ","A","1328299","$514.90","$347.67","$562.53","$379.83","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$206.28","$206.28","","","",
"28108","","Removal of toe lesions        ","A","1328299","$438.71","$286.87","$479.30","$313.40","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$154.80","$154.80","","","",
"28110","","Part removal of metatarsal    ","A","1328299","$462.13","$287.71","$504.87","$314.32","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$151.92","$151.92","","","",
"28111","","Part removal of metatarsal    ","A","1328299","$488.35","$322.14","$533.52","$351.93","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$185.40","$185.40","","","",
"28112","","Part removal of metatarsal    ","A","1328299","$485.65","$309.87","$530.58","$338.53","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$166.68","$166.68","","","",
"28113","","Part removal of metatarsal    ","A","1328299","$587.29","$421.08","$641.61","$460.03","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$219.96","$219.96","","","",
"28114","","Removal of metatarsal heads   ","A","1328299","$1,062.32","$825.66","$1,160.59","$902.03","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$432.00","$432.00","","","",
"28116","","Revision of foot              ","A","1328299","$767.48","$576.30","$838.47","$629.61","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$329.04","$329.04","","","",
"28118","","Removal of heel bone          ","A","1328299","$591.52","$409.58","$646.24","$447.46","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$220.68","$220.68","","","",
"28119","","Removal of heel spur          ","A","1328299","$522.08","$357.58","$570.38","$390.66","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$200.16","$200.16","","","",
"28120","","Part removal of ankle/heel    ","A","1328299","$670.47","$490.92","$732.49","$536.34","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$263.16","$263.16","","","",
"28122","","Partial removal of foot bone  ","A","1328299","$595.94","$436.91","$651.07","$477.33","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$243.36","$243.36","","","",
"28124","","Partial removal of toe        ","A","1328299","$476.31","$328.91","$520.37","$359.34","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$180.00","$180.00","","","",
"28126","","Partial removal of toe        ","A","1328299","$394.39","$247.33","$430.87","$270.21","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$131.04","$131.04","","","",
"28130","","Removal of ankle bone         ","A","1328299","$711.10","$711.10","NA","$776.87","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$342.00","$342.00","","","",
"28140","","Removal of metatarsal         ","A","1328299","$591.68","$434.70","$646.41","$474.91","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$257.04","$257.04","","","",
"28150","","Removal of toe                ","A","1328299","$422.39","$277.72","$461.46","$303.41","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$152.28","$152.28","","","",
"28153","","Partial removal of toe        ","A","1328299","$411.31","$263.22","$449.35","$287.57","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$136.80","$136.80","","","",
"28160","","Partial removal of toe        ","A","1328299","$415.77","$266.32","$454.23","$290.95","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$139.68","$139.68","","","",
"28171","","Resect tarsal tumor           ","A","1328299","$1,089.79","$1,089.79","NA","$1,190.60","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$590.75","$590.75","","","",
"28173","","Resect metatarsal tumor       ","A","1328299","$755.01","$755.01","NA","$824.85","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$509.75","$509.75","","","",
"28175","","Resect phalanx of toe tumor   ","A","1328299","$476.98","$476.98","NA","$521.10","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$298.44","$298.44","","","",
"28190","","Removal of foot foreign body  ","A","1328299","$256.79","$133.33","$280.54","$145.66","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$72.36","$72.36","","","",
"28192","","Removal of foot foreign body  ","A","1328299","$466.04","$310.78","$509.15","$339.52","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$172.08","$172.08","","","",
"28193","","Removal of foot foreign body  ","A","1328299","$529.19","$366.75","$578.14","$400.67","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$212.40","$212.40","","","",
"28200","","Repair of foot tendon         ","A","1328299","$490.51","$320.54","$535.88","$350.19","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$170.64","$170.64","","","",
"28202","","Repair/graft of foot tendon   ","A","1328299","$597.95","$425.93","$653.26","$465.33","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$254.52","$254.52","","","",
"28208","","Repair of foot tendon         ","A","1328299","$476.89","$312.05","$521.00","$340.91","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$162.36","$162.36","","","",
"28210","","Repair/graft of foot tendon   ","A","1328299","$586.83","$415.83","$641.12","$454.30","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$234.72","$234.72","","","",
"28220","","Release of foot tendon        ","A","1328299","$449.17","$300.40","$490.72","$328.19","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$168.12","$168.12","","","",
"28222","","Release of foot tendons       ","A","1328299","$509.15","$350.12","$556.24","$382.51","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$207.36","$207.36","","","",
"28225","","Release of foot tendon        ","A","1328299","$411.57","$259.73","$449.64","$283.75","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$136.08","$136.08","","","",
"28226","","Release of foot tendons       ","A","1328299","$601.60","$384.43","$657.25","$419.99","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$168.12","$168.12","","","",
"28230","","Incision of foot tendon(s)    ","A","1328299","$433.35","$281.85","$473.44","$307.92","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$156.96","$156.96","","","",
"28232","","Incision of toe tendon        ","A","1328299","$385.31","$241.33","$420.95","$263.65","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$126.36","$126.36","","","",
"28234","","Incision of foot tendon       ","A","1328299","$404.94","$260.62","$442.40","$284.72","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$127.44","$127.44","","","",
"28238","","Revision of foot tendon       ","A","1328299","$667.02","$483.03","$728.72","$527.71","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$286.56","$286.56","","","",
"28240","","Release of big toe            ","A","1328299","$458.07","$298.70","$500.44","$326.33","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$161.28","$161.28","","","",
"28250","","Revision of foot fascia       ","A","1328299","$577.03","$400.56","$630.41","$437.61","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$218.16","$218.16","","","",
"28260","","Release of midfoot joint      ","A","1328299","$682.10","$505.29","$745.20","$552.03","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$294.84","$294.84","","","",
"28261","","Revision of foot tendon       ","A","1328299","$1,009.47","$794.01","$1,102.85","$867.46","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$471.95","$471.95","","","",
"28262","","Revision of foot and ankle    ","A","1328299","$1,445.33","$1,157.37","$1,579.02","$1,264.43","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$619.55","$619.55","","","",
"28264","","Release of midfoot joint      ","A","1328299","$990.41","$749.99","$1,082.02","$819.36","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$383.40","$383.40","","","",
"28270","","Release of foot contracture   ","A","1328299","$491.11","$332.42","$536.54","$363.17","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$177.48","$177.48","","","",
"28272","","Release of toe joint each     ","A","1328299","$392.46","$252.58","$428.76","$275.94","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$141.12","$141.12","","","",
"28280","","Fusion of toes                ","A","1328299","$514.45","$346.53","$562.03","$378.58","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$191.88","$191.88","","","",
"28285","","Repair of hammertoe           ","A","1328299","$533.22","$375.56","$582.55","$410.30","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$202.32","$202.32","","","",
"28286","","Repair of hammertoe           ","A","1328299","$450.63","$298.10","$492.32","$325.68","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$169.20","$169.20","","","",
"28288","","Partial removal of foot bone  ","A","1328299","$601.41","$426.30","$657.04","$465.74","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$216.72","$216.72","","","",
"28289","","Corrj halux rigdus w/o implt  ","A","1328299","$739.02","$458.59","$807.38","$501.01","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$248.40","$248.40","","","",
"28291","","Corrj halux rigdus w/implt    ","A","1328299","$725.41","$474.04","$792.51","$517.89","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$288.36","$288.36","","","",
"28292","","Correction hallux valgus      ","A","1328299","$748.29","$483.58","$817.50","$528.31","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$267.84","$267.84","","","",
"28295","","Correction hallux valgus      ","A","1328299","$935.82","$534.31","$1,022.38","$583.74","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$308.52","$308.52","","","",
"28296","","Correction hallux valgus      ","A","1328299","$907.06","$512.74","$990.97","$560.17","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$297.00","$297.00","","","",
"28297","","Correction hallux valgus      ","A","1328299","$1,037.41","$594.87","$1,133.37","$649.90","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$334.44","$334.44","","","",
"28298","","Correction hallux valgus      ","A","1328299","$847.90","$492.91","$926.33","$538.50","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$279.00","$279.00","","","",
"28299","","Correction hallux valgus      ","A","1328299","$1,001.11","$577.38","$1,093.72","$630.79","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$334.44","$334.44","","","",
"28300","","Incision of heel bone         ","A","1328299","$639.16","$639.16","NA","$698.28","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$350.28","$350.28","","","",
"28302","","Incision of ankle bone        ","A","1328299","$697.77","$697.77","NA","$762.31","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$350.64","$350.64","","","",
"28304","","Incision of midfoot bones     ","A","1328299","$818.89","$598.99","$894.64","$654.39","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$338.76","$338.76","","","",
"28305","","Incise/graft midfoot bones    ","A","1328299","$660.77","$660.77","NA","$721.89","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$387.72","$387.72","","","",
"28306","","Incision of metatarsal        ","A","1328299","$609.97","$399.64","$666.39","$436.61","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$216.00","$216.00","","","",
"28307","","Incision of metatarsal        ","A","1328299","$653.73","$435.88","$714.20","$476.20","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$234.00","$234.00","","","",
"28308","","Incision of metatarsal        ","A","1328299","$564.01","$374.54","$616.18","$409.19","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$197.28","$197.28","","","",
"28309","","Incision of metatarsals       ","A","1328299","$880.23","$880.23","NA","$961.65","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$509.75","$509.75","","","",
"28310","","Revision of big toe           ","A","1328299","$544.16","$355.04","$594.50","$387.88","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$200.52","$200.52","","","",
"28312","","Revision of toe               ","A","1328299","$503.46","$314.68","$550.03","$343.79","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$168.84","$168.84","","","",
"28313","","Repair deformity of toe       ","A","1328299","$518.23","$350.65","$566.17","$383.09","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$185.40","$185.40","","","",
"28315","","Removal of sesamoid bone      ","A","1328299","$481.10","$324.13","$525.61","$354.11","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$180.00","$180.00","","","",
"28320","","Repair of foot bones          ","A","1328299","$600.71","$600.71","NA","$656.28","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$337.32","$337.32","","","",
"28322","","Repair of metatarsals         ","A","1328299","$779.60","$568.25","$851.71","$620.81","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$307.08","$307.08","","","",
"28340","","Resect enlarged toe tissue    ","A","1328299","$578.43","$412.90","$631.93","$451.09","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$257.40","$257.40","","","",
"28341","","Resect enlarged toe           ","A","1328299","$670.94","$491.40","$733.01","$536.85","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$313.92","$313.92","","","",
"28344","","Repair extra toe(s)           ","A","1328299","$450.52","$288.41","$492.19","$315.09","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$158.40","$158.40","","","",
"28345","","Repair webbed toe(s)          ","A","1328299","$521.79","$364.13","$570.06","$397.82","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$219.24","$219.24","","","",
"28360","","Reconstruct cleft foot        ","A","1328299","$1,058.58","$1,058.58","NA","$1,156.50","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$537.11","$537.11","","","",
"28400","","Treatment of heel fracture    ","A","1328299","$244.55","$222.67","$267.18","$243.26","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$83.16","$83.16","","","",
"28405","","Treatment of heel fracture    ","A","1328299","$383.94","$347.69","$419.46","$379.85","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$170.64","$170.64","","","",
"28406","","Treatment of heel fracture    ","A","1328299","$508.78","$508.78","NA","$555.84","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$236.16","$236.16","","","",
"28415","","Treat heel fracture           ","A","1328299","$1,096.93","$1,096.93","NA","$1,198.40","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$582.83","$582.83","","","",
"28420","","Treat/graft heel fracture     ","A","1328299","$1,234.80","$1,234.80","NA","$1,349.01","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$630.71","$630.71","","","",
"28430","","Treatment of ankle fracture   ","A","1328299","$231.44","$204.76","$252.85","$223.70","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$79.92","$79.92","","","",
"28435","","Treatment of ankle fracture   ","A","1328299","$353.19","$314.20","$385.86","$343.26","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$127.44","$127.44","","","",
"28436","","Treatment of ankle fracture   ","A","1328299","$438.93","$438.93","NA","$479.53","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$176.40","$176.40","","","",
"28445","","Treat ankle fracture          ","A","1328299","$1,034.30","$1,034.30","NA","$1,129.97","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$567.35","$567.35","","","",
"28446","","Osteochondral talus autogrft  ","A","1328299","$1,195.30","$1,195.30","NA","$1,305.86","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$637.55","$637.55","","","",
"28450","","Treat midfoot fracture each   ","A","1328299","$211.56","$187.62","$231.13","$204.97","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$73.08","$73.08","","","",
"28455","","Treat midfoot fracture each   ","A","1328299","$284.06","$254.65","$310.34","$278.21","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$116.64","$116.64","","","",
"28456","","Treat midfoot fracture        ","A","1328299","$312.37","$312.37","NA","$341.27","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$102.96","$102.96","","","",
"28465","","Treat midfoot fracture each   ","A","1328299","$621.79","$621.79","NA","$679.30","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$316.80","$316.80","","","",
"28470","","Treat metatarsal fracture     ","A","1328299","$215.41","$200.02","$235.33","$218.52","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$73.08","$73.08","","","",
"28475","","Treat metatarsal fracture     ","A","1328299","$251.29","$222.56","$274.53","$243.15","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$108.36","$108.36","","","",
"28476","","Treat metatarsal fracture     ","A","1328299","$343.59","$343.59","NA","$375.37","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$129.60","$129.60","","","",
"28485","","Treat metatarsal fracture     ","A","1328299","$535.28","$535.28","NA","$584.79","35.9996","","","","A","","","","","","NA","","NA","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$267.84","$267.84","","","",
"28490","","Treat big toe fracture        ","A","1328299","$144.17","$122.97","$157.51","$134.34","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$42.12","$42.12","","","",
"28495","","Treat big toe fracture        ","A","1328299","$175.83","$147.10","$192.09","$160.70","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$60.48","$60.48","","","",
"28496","","Treat big toe fracture        ","A","1328299","$452.50","$238.75","$494.35","$260.83","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$89.28","$89.28","","","",
"28505","","Treat big toe fracture        ","A","1328299","$661.39","$493.81","$722.56","$539.49","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$267.84","$267.84","","","",
"28510","","Treatment of toe fracture     ","A","1328299","$122.54","$118.09","$133.87","$129.01","35.9996","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9996","","","$42.12","$42.12","","","",
